title	words_men	words_women	frac_women	script_id	imdb_id	year	gross
The Mummy	4727.0	1699.0	0.26439464674758795	1176	tt0120616	1999	265.0
The Mummy: Tomb of the Dragon Emperor	4660.0	3499.0	0.42885157494791026	4661	tt0859163	2008	123.0
The Naked Gun 2ﾽ: The Smell of Fear	4106.0	917.0	0.18256022297431815	4679	tt0102510	1991	179.0
The Next Three Days	5079.0	1921.0	0.2744285714285714	2997	tt1458175	2010	23.0
The Nightmare Before Christmas	2756.0	789.0	0.2225669957686883	3006	tt0107688	1993	157.0
The Nines	2032.0	4272.0	0.6776649746192893	3010	tt0810988	2007	
The Ninth Gate	4820.0	1359.0	0.21993850137562712	7565	tt0142688	1999	32.0
The November Man	5404.0	1581.0	0.22634216177523264	8197	tt2402157	2014	26.0
The Number 23	5039.0	1687.0	0.2508177222717812	4727	tt0481369	2007	44.0
The Odd Couple II	9840.0	433.0	0.04214932346928842	7137	tt0120773	1998	35.0
The Omega Man	6955.0	2292.0	0.24786417216394507	3038	tt0067525	1971	
The Other Boleyn Girl	3538.0	3541.0	0.5002118943353581	1212	tt0467200	2008	32.0
The Other Guys	9845.0	767.0	0.07227666792310591	7627	tt1386588	2010	131.0
The Others	854.0	6261.0	0.8799718903724526	9056	tt0230600	2001	148.0
The Outlaw Josey Wales	5267.0	549.0	0.09439477303988995	6163	tt0075029	1976	
The Outsiders	6918.0	669.0	0.0881771451166469	7119	tt0086066	1983	70.0
The Pacifier	4341.0	1858.0	0.29972576221971287	1216	tt0395699	2005	153.0
The Parallax View	5473.0	922.0	0.14417513682564503	4769	tt0071970	1974	
The Partners	639.0	3162.0	0.8318863456985004	4774	tt0353092	2003	
The Past	4856.0	3928.0	0.4471766848816029	9062	tt2404461	2013	1.0
The Patriot	6568.0	275.0	0.0401870524623703	1218	tt0187393	2000	182.0
The Pelican Brief	5229.0	3004.0	0.36487307178428274	4778	tt0107798	1993	212.0
The Perks of Being a Wallflower	7188.0	2767.0	0.2779507785032647	3079	tt1659337	2012	19.0
The Pianist	8072.0	2578.0	0.24206572769953053	3092	tt0253474	2002	48.0
The Piano	5640.0	3704.0	0.3964041095890411	3095	tt0107822	1993	84.0
The Place Beyond the Pines	9051.0	1860.0	0.17047016772064888	4787	tt1817273	2012	23.0
The Ploughman's Lunch	6523.0	2956.0	0.31184724127017616	4804	tt0086122	1983	
The Poseidon Adventure	4733.0	1156.0	0.19629818305314994	4810	tt0069113	1972	477.0
The Postman	15049.0	2734.0	0.15374233818815722	3120	tt0119925	1997	33.0
The Power of One	11563.0	649.0	0.05314444808385195	1241	tt0105159	1992	5.0
The Prestige	8090.0	1292.0	0.13771050948625027	4815	tt0482571	2006	70.0
The Princess Bride	9874.0	1173.0	0.10618267402914819	1246	tt0093779	1987	68.0
The Private Life of Sherlock Holmes	20988.0	3802.0	0.15336829366680113	3140	tt0066249	1970	
The Producers	16158.0	956.0	0.05586069884305247	3141	tt0395251	2005	26.0
The Program	21436.0	4194.0	0.16363636363636364	3142	tt0107889	1993	48.0
The Promotion	5720.0	382.0	0.06260242543428385	6925	tt0803057	2008	0.0
The Prophecy	6462.0	2036.0	0.23958578489056248	1252	tt0114194	1995	32.0
The Proposal	6460.0	7377.0	0.5331357953313579	1250	tt1041829	2009	190.0
The Punisher	1881.0	101.0	0.05095862764883956	6674	tt0330793	2004	47.0
The Queen	3096.0	2461.0	0.4428648551376642	1258	tt0436697	2006	74.0
The Reader	9588.0	4716.0	0.3296979865771812	3178	tt0976051	2008	41.0
The Recruit	5795.0	728.0	0.11160508968266135	8405	tt0292506	2003	76.0
The Ref	7152.0	3881.0	0.3517628931387655	8000	tt0110955	1994	23.0
The Relic	14106.0	7132.0	0.33581316508145775	3192	tt0120004	1997	64.0
The Replacements	4657.0	540.0	0.1039060996728882	1274	tt0191397	2000	72.0
The Rescuers Down Under	10044.0	1012.0	0.09153400868306802	3201	tt0100477	1990	57.0
The Ring	2198.0	4150.0	0.6537492123503466	4874	tt0298130	2002	193.0
The Ringer	3920.0	1074.0	0.21505806968362035	9098	tt0267891	2005	48.0
The Riot Club	8333.0	1124.0	0.1188537591202284	7361	tt2717860	2014	
The Rise and Rise of Michael Rimmer	5993.0	247.0	0.03958333333333333	4879	tt0066302	1970	
The Road	14436.0	911.0	0.05936013553137421	3218	tt0898367	2009	
The Rock	7116.0	301.0	0.04058244573277606	1282	tt0117500	1996	263.0
The Rocketeer	6503.0	1710.0	0.20820650188725193	6727	tt0102803	1991	96.0
The Rocky Horror Picture Show	3359.0	1168.0	0.25800751049259996	1281	tt0073629	1975	594.0
The Roommate	1839.0	12294.0	0.8698790065803439	3237	tt1265990	2011	40.0
The Rover	4603.0	1053.0	0.18617397454031118	7742	tt2345737	2014	1.0
The Royal Tenenbaums	6016.0	1581.0	0.20810846386731605	6816	tt0265666	2001	80.0
The Ruins	14216.0	10438.0	0.4233795732943944	3240	tt0963794	2008	21.0
The Rules of Attraction	7308.0	2591.0	0.2617436104657036	4899	tt0292644	2002	9.0
The Runaways	1686.0	4086.0	0.7079002079002079	9104	tt1017451	2010	3.0
The Russell Girl	3839.0	5801.0	0.6017634854771784	4902	tt1097649	2008	
The Saint	2811.0	1721.0	0.3797440423654016	1294	tt0120053	1997	116.0
The Salton Sea	5480.0	763.0	0.12221688290885792	1296	tt0235737	2002	1.0
The Sandlot	8976.0	340.0	0.0364963503649635	3262	tt0108037	1993	68.0
The Searchers	13206.0	2630.0	0.16607729224551654	3289	tt0049730	1956	
The Secret Life of Walter Mitty	6720.0	1114.0	0.14220066377329588	4925	tt0359950	2013	62.0
The Sessions	6424.0	4680.0	0.4214697406340058	3298	tt1866249	2012	6.0
The Seven-Per-Cent Solution	6322.0	106.0	0.016490354698195396	6454	tt0075194	1976	
The Seventh Seal	6364.0	1078.0	0.14485353399623757	1309	tt0050976	1957	
The Seventh Victim	6816.0	5262.0	0.4356681569796324	4940	tt0036341	1943	
The Shining	14036.0	4726.0	0.25189212237501335	3325	tt0081505	1980	
The Shipping News	13636.0	7420.0	0.3523936170212766	3327	tt0120824	2001	17.0
The Siege	16788.0	5916.0	0.2605708245243129	3336	tt0133952	1998	75.0
The Silence of the Lambs	7333.0	4600.0	0.3854856280901701	1330	tt0102926	1991	270.0
The Sixth Sense	8770.0	2602.0	0.22880759760816038	3352	tt0167404	1999	503.0
The Smurfs	6491.0	2019.0	0.2372502937720329	6059	tt0472181	2011	156.0
The Smurfs 2	5441.0	1858.0	0.25455541855048636	6060	tt2017020	2013	75.0
The Social Network	18854.0	1990.0	0.09547111878718097	3381	tt1285016	2010	106.0
The Sorcerer's Apprentice	6849.0	1072.0	0.13533644741825526	5001	tt0963966	2010	69.0
The Spectacular Now	7396.0	3338.0	0.31097447363517794	7298	tt1714206	2013	7.0
The Squid and the Whale	4021.0	1675.0	0.29406601123595505	6854	tt0367089	2005	9.0
The Stepford Wives	4643.0	7497.0	0.6175453047775947	7610	tt0073747	1975	
The Sting	6091.0	216.0	0.03424766132868241	1370	tt0070735	1973	786.0
The Stunt Man	22716.0	4734.0	0.17245901639344263	3461	tt0081568	1980	
The Surfer King	13484.0	2444.0	0.15344048216976394	3473	tt0418206	2006	
The Sweet Hereafter	10986.0	8732.0	0.442844101835886	3483	tt0120255	1997	8.0
The Talented Mr. Ripley	17732.0	4432.0	0.19996390543223244	3500	tt0134119	1999	139.0
The Terminator	4956.0	4166.0	0.4566980925235694	3511	tt0088247	1984	99.0
The Texas Chainsaw Massacre	4431.0	1754.0	0.283589329021827	6164	tt0324216	2003	115.0
The Theory of Everything	4099.0	1806.0	0.3058425063505504	5502	tt2980516	2014	38.0
The Thin Man	10488.0	5189.0	0.3309944504688397	5115	tt0025878	1934	
The Third Man	8098.0	1512.0	0.15733610822060354	6003	tt0041959	1949	8.0
The Three Musketeers	7172.0	1196.0	0.14292543021032506	3546	tt0108333	1993	113.0
The Three Stooges	5085.0	1383.0	0.21382189239332097	6610	tt0383010	2012	48.0
The Time Machine	7313.0	1471.0	0.16746357012750454	3557	tt0268695	2002	84.0
The Tourist	3174.0	999.0	0.2393961179007908	6063	tt1243957	2010	74.0
The Town	9466.0	2716.0	0.2229518962403546	5142	tt0840361	2010	101.0
The Town That Dreaded Sundown	3715.0	3832.0	0.5077514244070491	7633	tt2561546	2014	
The Tree of Life	6315.0	2325.0	0.2690972222222222	9195	tt0478304	2011	14.0
The Truman Show	4526.0	670.0	0.12894534257120863	1434	tt0120382	1998	233.0
The Twilight Saga: Eclipse	1411.0	957.0	0.4041385135135135	5163	tt1325004	2010	331.0
The Twilight Saga: New Moon	9276.0	8778.0	0.48620804253904953	5164	tt1259571	2009	344.0
The Ugly Truth	7968.0	6033.0	0.43089779301478465	3631	tt1142988	2009	103.0
The Usual Suspects	11428.0	325.0	0.027652514251680423	5179	tt0114814	1995	46.0
The Utah Murder Project	7542.0	3924.0	0.34222919937205654	9214	tt0831374	2006	
The Verdict	19654.0	1376.0	0.0654303376129339	3654	tt0084855	1982	159.0
The Village	1447.0	2219.0	0.605291871249318	5186	tt0368447	2004	159.0
The Visitor	11442.0	5084.0	0.30763645165194237	3667	tt0857191	2007	11.0
The War of the Worlds	3153.0	651.0	0.17113564668769715	5197	tt0046534	1953	
The Ward	1377.0	2931.0	0.6803621169916435	7104	tt1369706	2010	
The Watermelon Woman	728.0	6184.0	0.8946759259259259	5205	tt0118125	1996	
The Way Back	12223.0	696.0	0.053874138865237245	3690	tt1023114	2010	2.0
The Way of the Gun	9754.0	1878.0	0.16145116918844565	6724	tt0202677	2000	9.0
The Weather Man	8367.0	1050.0	0.11150047785919083	6930	tt0384680	2005	16.0
The Wedding Date	4219.0	5664.0	0.5731053323889507	4992	tt0372532	2005	42.0
The Wedding Singer	7763.0	5961.0	0.43434858641795393	5214	tt0120888	1998	148.0
The Whistleblower	3166.0	5586.0	0.6382541133455211	3701	tt0896872	2010	1.0
The Wind and the Lion	8729.0	1792.0	0.1703260146373919	7814	tt0073906	1975	
The Witches of Eastwick	3718.0	5226.0	0.5843023255813954	9231	tt0094332	1987	141.0
The Wizard	3282.0	1147.0	0.2589749379092346	8080	tt0098663	1989	31.0
The Wizard of Oz	4706.0	4681.0	0.4986683711515926	1483	tt0032138	1939	839.0
The Wolf of Wall Street	15531.0	1431.0	0.08436505129112133	3737	tt0993846	2013	125.0
The Wolfman	7630.0	1356.0	0.1509014021811707	6622	tt0780653	2010	68.0
The Wolverine	7204.0	1237.0	0.14654661769932473	8605	tt1430132	2013	142.0
The Woodsman	11018.0	366.0	0.032150386507378774	3742	tt0361127	2004	
The World Is Not Enough	7160.0	3918.0	0.3536739483661311	3745	tt0143145	1999	217.0
The Wrestler	7132.0	3392.0	0.32231090839984794	3746	tt1125849	2008	31.0
The X Files	5584.0	2512.0	0.3102766798418972	8552	tt0120902	1998	155.0
The Yakuza	5066.0	251.0	0.04720707165694941	8323	tt0073918	1974	
The Young Victoria	6054.0	5587.0	0.479941585774418	5256	tt0962736	2009	12.0
The Zero Theorem	6494.0	1901.0	0.22644431209053006	6827	tt2333804	2013	
Thelma & Louise	4438.0	9706.0	0.6862273755656109	3519	tt0103074	1991	93.0
There's Something About Mary	16078.0	7076.0	0.3056059428176557	3521	tt0129387	1998	326.0
They Live	4144.0	301.0	0.06771653543307087	6847	tt0096256	1988	27.0
Thief	6694.0	973.0	0.1269075257597496	5114	tt0083190	1981	13.0
Thir13en Ghosts	4959.0	2023.0	0.2897450587224291	3776	tt0245674	2001	64.0
Thirteen Days	12417.0	136.0	0.010834063570461244	1401	tt0146309	2000	55.0
This Boy's Life	10324.0	4093.0	0.28390095026704587	1406	tt0108330	1993	8.0
This Is 40	10556.0	9260.0	0.4672991522002422	3536	tt1758830	2012	73.0
Thor	15996.0	5413.0	0.25283759166705594	3538	tt0800369	2011	198.0
Three Days of the Condor	4097.0	1127.0	0.21573506891271058	5126	tt0073802	1975	
Three Kings	7949.0	795.0	0.09091948764867337	3541	tt0120188	1999	103.0
Thunderbirds	6811.0	1466.0	0.1771173130361242	3548	tt0167456	2004	9.0
Thunderheart	8139.0	612.0	0.06993486458690436	1409	tt0105585	1992	47.0
Ticker	3313.0	206.0	0.05853935777209435	1407	tt0196158	2001	
Timber Falls	8380.0	6002.0	0.41732721457377275	3554	tt0857295	2007	
Time After Time	6375.0	2977.0	0.318327630453379	6455	tt0080025	1979	
Tin Cup	9176.0	2686.0	0.22643736300792447	1412	tt0117918	1996	106.0
Tin Men	18329.0	1809.0	0.08983017181448008	1414	tt0094155	1987	56.0
Tinker Tailor Soldier Spy	8829.0	565.0	0.06014477325952736	3563	tt1340800	2011	26.0
Titanic	7825.0	4683.0	0.37440038375439716	5136	tt0120338	1997	1249.0
To Sleep with Anger	14302.0	5472.0	0.27672701527258015	3569	tt0100791	1990	2.0
Tombstone	6424.0	520.0	0.0748847926267281	3572	tt0108358	1993	118.0
Tomorrow Never Dies	4071.0	1591.0	0.2809961144471918	3574	tt0120347	1997	236.0
Tootsie	1252.0	1604.0	0.561624649859944	8360	tt0084805	1982	523.0
Top Five	7035.0	3586.0	0.33763299124376234	7974	tt2784678	2014	26.0
Top Gun	14788.0	3600.0	0.19577985642810528	3576	tt0092099	1986	422.0
Total Recall	4936.0	1624.0	0.2475609756097561	7540	tt0100802	1990	244.0
Touch of Evil	6182.0	946.0	0.13271604938271606	6006	tt0052311	1958	38.0
Towelhead	5120.0	4579.0	0.472110526858439	7829	tt0787523	2007	
Tower Heist	6317.0	753.0	0.10650636492220651	7278	tt0471042	2011	85.0
Toy Story	5681.0	523.0	0.08430045132172792	1421	tt0114709	1995	61.0
Toy Story 3	7697.0	2429.0	0.23987754295872013	5145	tt0435761	2010	457.0
Trading Places	8595.0	434.0	0.04806733857570052	7423	tt0086465	1983	249.0
Traffic	6703.0	3192.0	0.32258716523496717	1423	tt0181865	2000	200.0
Train	1789.0	1126.0	0.3862778730703259	7896	tt1015474	2008	
Training Day	9044.0	104.0	0.011368605159597726	3589	tt0139654	2001	117.0
Trainspotting	10820.0	1138.0	0.09516641578859342	3591	tt0117951	1996	32.0
Transatlantic Merry-Go-Round	6435.0	2534.0	0.28252871000111496	5147	tt0025905	1934	
Transcendence	5333.0	3040.0	0.36307177833512483	8525	tt2209764	2014	24.0
Tremors	13176.0	2874.0	0.17906542056074767	3597	tt0100814	1990	34.0
Tristan + Isolde	6366.0	3474.0	0.35304878048780486	3599	tt0375154	2006	19.0
Tropic Thunder	10296.0	295.0	0.027853838164479276	1428	tt0942385	2008	133.0
Trouble in Paradise	5286.0	3817.0	0.41931231462155333	5154	tt0023622	1932	
Troy	29712.0	4116.0	0.12167435260730755	3605	tt0332452	2004	186.0
True Believer	10385.0	707.0	0.06373963216732781	5155	tt0098524	1989	19.0
True Crime	9024.0	3265.0	0.2656847587273171	9199	tt0139668	1999	28.0
True Grit	4602.0	3200.0	0.41015124327095615	7093	tt1403865	2010	188.0
True Lies	14006.0	5678.0	0.2884576305628937	3609	tt0111503	1994	303.0
True Romance	23616.0	4366.0	0.15602887570581087	3612	tt0108399	1993	25.0
Trumbo	7165.0	1999.0	0.21813618507202095	5506	tt3203606	2015	
Truth	7608.0	4541.0	0.3737756193925426	5507	tt3859076	2015	2.0
Tucker and Dale vs. Evil	5703.0	1481.0	0.20615256124721604	7302	tt1465522	2010	
Tusk	7577.0	219.0	0.028091328886608518	9204	tt3099498	2014	1.0
Twelve Monkeys	7478.0	3534.0	0.32092262985833636	5160	tt0114746	1995	113.0
Twilight	7438.0	6886.0	0.48073163920692547	3621	tt1099212	2008	231.0
Twin Peaks: Fire Walk with Me	5973.0	3623.0	0.3775531471446436	5166	tt0105665	1992	8.0
Twins	6976.0	864.0	0.11020408163265306	3625	tt0096320	1988	237.0
Twister	2510.0	3516.0	0.5834716229671424	8515	tt0117998	1996	476.0
Two Night Stand	4713.0	5608.0	0.5433582017246391	7860	tt2140619	2014	
Two for the Money	12116.0	2682.0	0.18124070820381133	3627	tt0417217	2005	31.0
Two-Lane Blacktop	2355.0	1244.0	0.34565156988052237	7209	tt0067893	1971	
U Turn	24264.0	8526.0	0.2600182982616651	3629	tt0120399	1997	12.0
Unbreakable	4101.0	1206.0	0.22724703222159412	1438	tt0217869	2000	153.0
Uncle Buck	6840.0	4170.0	0.3787465940054496	6301	tt0098554	1989	146.0
Under Fire	9894.0	4700.0	0.3220501575990133	3635	tt0086510	1983	15.0
Undertow	4652.0	902.0	0.16240547353258913	8170	tt0360130	2004	
Unforgiven	7997.0	725.0	0.08312313689520752	1442	tt0105695	1992	211.0
Unlawful Entry	4181.0	1097.0	0.20784388025767336	8484	tt0105699	1992	119.0
Unstoppable	5382.0	2839.0	0.3453351173823136	7427	tt0477080	2010	89.0
Untraceable	3573.0	4250.0	0.5432698453278794	5172	tt0880578	2008	34.0
Up	13334.0	998.0	0.06963438459391572	3641	tt1049413	2009	339.0
Up Close & Personal	939.0	2402.0	0.7189464232265789	5173	tt0118055	1996	100.0
Up in the Air	7195.0	4787.0	0.399515940577533	3643	tt1193138	2009	97.0
Urban Legend	3468.0	4013.0	0.5364256115492582	5178	tt0146336	1998	70.0
V for Vendetta	5081.0	3717.0	0.4224823823596272	1444	tt0434409	2005	95.0
Vacancy	3537.0	1337.0	0.2743126795240049	7475	tt0452702	2007	24.0
Valentine's Day	5145.0	3110.0	0.3767413688673531	3649	tt0817230	2010	121.0
Valkyrie	15696.0	200.0	0.012581781580271767	3650	tt0985699	2008	100.0
Vanilla Sky	7786.0	2613.0	0.25127416097701705	1447	tt0259711	2001	155.0
Vanishing Point	4433.0	310.0	0.06535947712418301	7450	tt0067927	1971	
Vantage Point	2599.0	1300.0	0.33341882533983075	5183	tt0443274	2008	87.0
Vertigo	5079.0	2689.0	0.34616374871266736	3659	tt0052357	1958	29.0
Very Bad Things	6728.0	1473.0	0.17961224240946225	1451	tt0124198	1998	18.0
Vicky Cristina Barcelona	7090.0	6533.0	0.47955663216618954	5185	tt0497465	2008	28.0
Village of the Damned	2571.0	3166.0	0.5518563709255708	6858	tt0114852	1995	18.0
Viridiana	5004.0	4012.0	0.44498669032830523	5189	tt0055601	1961	
Virtuosity	4590.0	1933.0	0.29633604169860495	9216	tt0114857	1995	48.0
W.	7304.0	633.0	0.07975305531057074	6922	tt1175491	2008	30.0
Wadjda	1011.0	6800.0	0.8705671488925874	5509	tt2258858	2012	1.0
Wag the Dog	18030.0	4854.0	0.21211326691137913	3668	tt0120885	1997	81.0
Walking Tall	2861.0	291.0	0.09232233502538072	1452	tt0351977	2004	64.0
Wall Street	26440.0	3290.0	0.11066263033972419	3673	tt0094291	1987	97.0
Wanderlust	8991.0	3992.0	0.30747901101440345	7924	tt1655460	2012	18.0
Wanted	6353.0	4100.0	0.3922318951497178	1458	tt0493464	2008	163.0
War Horse	6950.0	1331.0	0.16072938050960028	3680	tt1568911	2011	87.0
War of the Worlds	1446.0	589.0	0.28943488943488943	1459	tt0407304	2005	317.0
Warrior	9875.0	677.0	0.064158453373768	3686	tt1291584	2011	15.0
Watchmen	8747.0	3055.0	0.2588544314522962	1461	tt0409459	2009	125.0
Water for Elephants	14429.0	3196.0	0.18133333333333335	3689	tt1067583	2011	64.0
Waterworld	2731.0	1968.0	0.4188125133007023	7602	tt0114898	1995	176.0
We Need to Talk About Kevin	3518.0	3516.0	0.4998578333807222	5209	tt1242460	2011	1.0
We Own the Night	7284.0	623.0	0.0787909447325155	1465	tt0498399	2007	36.0
We're No Angels	8443.0	1531.0	0.15349909765390013	6852	tt0098625	1989	23.0
Wedding Crashers	16459.0	3322.0	0.16793893129770993	9222	tt0396269	2005	283.0
Weird Science	5173.0	2062.0	0.28500345542501726	6279	tt0090305	1985	39.0
What Lies Beneath	4668.0	8754.0	0.6522127849798838	3694	tt0161081	2000	250.0
What Price Hollywood?	2449.0	2690.0	0.5234481416618019	5217	tt0023686	1932	
When Harry Met Sally...	5245.0	5382.0	0.5064458454879082	9223	tt0098635	1989	203.0
Where the Wild Things Are	4332.0	1431.0	0.2483081728266528	5221	tt0386117	2009	89.0
While She Was Out	2342.0	792.0	0.2527121888959796	1467	tt0887971	2008	
While We're Young	8349.0	3341.0	0.2857998289136014	5511	tt1791682	2014	8.0
Whip It	1896.0	5761.0	0.752383439989552	5222	tt1172233	2009	15.0
Whiplash	8395.0	497.0	0.05589293747188484	6905	tt2582802	2014	13.0
White Angel	4553.0	3070.0	0.40272858454676635	5223	tt0108558	1994	
White Christmas	4676.0	967.0	0.17136275031011874	1466	tt0047673	1954	
White House Down	7807.0	1748.0	0.18294086865515438	6066	tt2334879	2013	78.0
White Squall	8971.0	173.0	0.018919510061242345	1470	tt0118158	1996	20.0
Whiteout	2232.0	1889.0	0.4583838874059694	1471	tt0365929	2009	11.0
Who Framed Roger Rabbit	7557.0	1115.0	0.12857472324723246	5225	tt0096438	1988	325.0
Wild	2736.0	7105.0	0.7219794736307286	6907	tt2305051	2014	40.0
Wild Bill	4257.0	461.0	0.09771089444679949	8506	tt0114938	1995	4.0
Wild Card	5295.0	1356.0	0.20387911592241767	7207	tt2231253	2015	
Wild Hogs	18397.0	1510.0	0.0758527151253328	3717	tt0486946	2007	212.0
Wild Tales	3479.0	2074.0	0.3734918062308662	5514	tt3011894	2014	3.0
Wild Things	10370.0	8200.0	0.44157242864835755	3720	tt0120890	1998	55.0
Wild Things: Diamonds in the Rough	2886.0	3890.0	0.5740850059031877	4896	tt0448179	2005	
Wild Wild West	14888.0	1448.0	0.08863858961802155	3723	tt0120891	1999	195.0
Wild at Heart	16946.0	14014.0	0.4526485788113695	3713	tt0100935	1990	30.0
Willard	7592.0	1614.0	0.1753204431892244	5236	tt0067991	1971	101.0
Willow	8996.0	3454.0	0.277429718875502	3724	tt0096446	1988	121.0
Win Win	9834.0	3421.0	0.25809128630705397	3726	tt1606392	2011	11.0
Wind Chill	2459.0	2424.0	0.4964161376203154	3729	tt0486051	2007	
Winter's Bone	2240.0	3347.0	0.5990692679434402	5238	tt1399683	2010	7.0
Wish I Was Here	10779.0	3160.0	0.2267020589712318	9230	tt2870708	2014	3.0
Witness	3993.0	1849.0	0.3165011982197877	1482	tt0090329	1985	160.0
Witness for the Prosecution	10052.0	2797.0	0.2176823099073858	6701	tt0051201	1957	
Woman in Gold	6685.0	5047.0	0.4301909307875895	5515	tt2404425	2015	34.0
Wonder Boys	18460.0	3788.0	0.17026249550521394	3740	tt0185014	2000	31.0
Wonderland	5693.0	1241.0	0.1789731756561869	5361	tt0335563	2003	1.0
Working Girl	2939.0	6495.0	0.6884672461310155	5362	tt0096463	1988	135.0
World Trade Center	4888.0	721.0	0.128543412372972	6931	tt0469641	2006	93.0
World War Z	4569.0	412.0	0.08271431439469985	9236	tt0816711	2013	216.0
Wreck-It Ralph	5333.0	2358.0	0.3065921206605123	5516	tt1772341	2012	206.0
Wrong Turn	3442.0	2154.0	0.38491779842744817	6190	tt0295700	2003	22.0
X-Men	4175.0	850.0	0.1691542288557214	3752	tt0120903	2000	253.0
X-Men 2	3182.0	682.0	0.17650103519668736	5248	tt0290334	2003	310.0
X-Men Origins: Wolverine	6798.0	2016.0	0.22872702518720217	1488	tt0458525	2009	208.0
Year One	18484.0	2412.0	0.11542879019908116	3758	tt1045778	2009	50.0
Yes Man	18164.0	6128.0	0.2522641198748559	3759	tt1068680	2008	118.0
You Can Count on Me	14022.0	8564.0	0.3791729389887541	3761	tt0203230	2000	14.0
You're Next	3416.0	2369.0	0.40950734658599824	7737	tt1853739	2011	20.0
You've Got Mail	13248.0	13450.0	0.5037830549104801	3763	tt0128853	1998	215.0
Young Adult	3492.0	5549.0	0.6137595398739077	9241	tt1625346	2011	17.0
Young Frankenstein	7469.0	1527.0	0.16974210760337927	5254	tt0072431	1974	401.0
Youth	7058.0	1895.0	0.21166089578912098	5517	tt3312830	2015	2.0
Youth in Revolt	23054.0	10756.0	0.3181307305530908	3765	tt0403702	2009	17.0
Zero Dark Thirty	8152.0	5064.0	0.3831719128329298	3766	tt1790885	2012	104.0
Zero Effect	11711.0	2216.0	0.1591153873770374	8158	tt0120906	1998	3.0
Zerophilia	12074.0	4612.0	0.2763993767230013	3768	tt0421090	2005	
Zodiac	13235.0	1421.0	0.09695687772925764	6491	tt0443706	2007	41.0
eXistenZ	5695.0	3752.0	0.3971631205673759	6973	tt0120907	1999	4.0
xXx	7287.0	998.0	0.12045866022933012	1497	tt0295701	2002	211.0
American Shaolin	5133.0	0.0	0.0	3834	tt0101327	1991	
Apollo 18	2578.0	0.0	0.0	8194	tt1772240	2011	19.0
Armored	4500.0	0.0	0.0	3862	tt0913354	2009	18.0
Battlefield Earth	5825.0	0.0	0.0	9245	tt0185183	2000	34.0
Black Hawk Down	7647.0	0.0	0.0	7243	tt0265086	2001	167.0
Bottle Rocket	19414.0	0.0	0.0	1893	tt0115734	1996	2.0
Casualties of War	9095.0	0.0	0.0	6443	tt0097027	1989	40.0
Conquest of the Planet of the Apes	2179.0	0.0	0.0	4038	tt0068408	1972	
Crimson Tide	8519.0	0.0	0.0	7440	tt0112740	1995	182.0
Dark Star	7116.0	0.0	0.0	2108	tt0069945	1974	
Die Hard: With a Vengeance	6627.0	0.0	0.0	7818	tt0112864	1995	200.0
Duel	3019.0	0.0	0.0	8164	tt0067023	1971	
Escape from Alcatraz	6768.0	0.0	0.0	6113	tt0079116	1979	126.0
Foxcatcher	8057.0	0.0	0.0	2313	tt1100089	2014	12.0
Frailty	10387.0	0.0	0.0	4227	tt0264616	2001	20.0
From Dusk Till Dawn 2: Texas Blood Money	5557.0	0.0	0.0	6196	tt0120860	1999	
Fury	6838.0	0.0	0.0	6270	tt2713180	2014	91.0
Glengarry Glen Ross	22480.0	0.0	0.0	2412	tt0104348	1992	22.0
Jeremiah Johnson	4707.0	0.0	0.0	8120	tt0068762	1972	
Kagemusha	3625.0	0.0	0.0	8434	tt0080979	1980	
Kids in the Hall: Brain Candy	1405.0	0.0	0.0	4473	tt0116768	1996	5.0
Killing Them Softly	16153.0	0.0	0.0	6302	tt1764234	2012	16.0
Kiss of the Spider Woman	7419.0	0.0	0.0	2711	tt0089424	1985	
Last Action Hero	2585.0	0.0	0.0	8958	tt0107362	1993	105.0
Letters from Iwo Jima	8042.0	0.0	0.0	8970	tt0498380	2006	18.0
Lock, Stock and Two Smoking Barrels	17264.0	0.0	0.0	2789	tt0120735	1998	6.0
Lone Survivor	5146.0	0.0	0.0	5433	tt1091191	2013	133.0
Mala Noche	2582.0	0.0	0.0	8423	tt0089537	1986	
Master and Commander: The Far Side of the World	8524.0	0.0	0.0	2865	tt0311113	2003	135.0
Pat Garrett & Billy the Kid	3133.0	0.0	0.0	7210	tt0070518	1973	
Platoon	18530.0	0.0	0.0	3110	tt0091763	1986	323.0
Ravenous	4410.0	0.0	0.0	8115	tt0129332	1999	3.0
Reservoir Dogs	19280.0	0.0	0.0	3202	tt0105236	1992	5.0
Runner Runner	9999.0	0.0	0.0	8210	tt2364841	2013	20.0
Saving Private Ryan	10048.0	0.0	0.0	3270	tt0120815	1998	400.0
Schindler's List	5250.0	0.0	0.0	9116	tt0108052	1993	201.0
Slow West	1707.0	0.0	0.0	5467	tt3205376	2015	
Son of Saul	1387.0	0.0	0.0	5499	tt3808342	2015	0.0
Space Jam	5257.0	0.0	0.0	8127	tt0117705	1996	177.0
Stalag 17	14048.0	0.0	0.0	5022	tt0046359	1953	
Stand by Me	8763.0	0.0	0.0	5023	tt0092005	1986	122.0
Starred Up	7619.0	0.0	0.0	7355	tt2567712	2013	
The Adventures of Tintin	5631.0	0.0	0.0	8524	tt0983193	2011	85.0
The Battle of Algiers	6862.0	0.0	0.0	1780	tt0058946	1966	6.0
The Bunker	6248.0	0.0	0.0	3977	tt0252963	2001	
